"","Heading","freq"
"5077","Polyradiculoneuropathy, Chronic Inflammatory Demyelinating",2
"5078","Thiazolidines",2
"5079","Phenylthiohydantoin",2
"5080","Nucleocytoplasmic Transport Proteins",2
"5081","Azabicyclo Compounds",2
"5082","Aquaporin 1",2
"5083","Thiazides",2
"5084","Early Medical Intervention",2
"5085","Dipeptidyl Peptidase 4",2
"5086","Kazakhstan",2
"5087","3',5'-Cyclic-AMP Phosphodiesterases",2
"5088","Thyrotropin",2
"5089","Phagocytes",2
"5090","Texas",2
"5091","Metyrapone",2
"5092","Sodium Oxybate",2
"5093","Abatacept",2
"5094","Blood Cell Count",2
"5095","Ultracentrifugation",2
"5096","Loxapine",2
"5097","Mental Recall",2
"5098","Cinacalcet Hydrochloride",2
"5099","Labor Pain",2
"5100","Diketopiperazines",2
"5101","General Practitioners",2
"5102","Kuwait",2
"5103","Cell Self Renewal",2
"5104","Dimethyl Fumarate",2
"5105","Lymphopenia",2
"5106","Biosynthetic Pathways",2
"5107","Camelus",2
"5108","Ethambutol",2
"5109","Suppressor of Cytokine Signaling 1 Protein",2
"5110","Dysbiosis",2
"5111","Gene Flow",2
"5112","Body Fat Distribution",2
"5113","Waist-Hip Ratio",2
"5114","Alphapapillomavirus",2
"5115","Cervical Intraepithelial Neoplasia",2
"5116","Human papillomavirus 16",2
"5117","Human papillomavirus 18",2
"5118","Patient Outcome Assessment",2
"5119","Neuromuscular Blocking Agents",2
"5120","Perioperative Period",2
"5121","B7-H1 Antigen",2
"5122","Th1 Cells",2
"5123","Neural Stem Cells",2
"5124","Pregnant Women",2
"5125","Influenza A Virus, H5N1 Subtype",2
"5126","Cancer Care Facilities",2
"5127","Intestinal Neoplasms",2
"5128","Exhalation",2
"5129","Benzyl Alcohols",2
"5130","Genetics, Microbial",2
"5131","Thrombospondins",2
"5132","Wnt3A Protein",2
"5133","Adolescent Behavior",2
"5134","Executive Function",2
"5135","Pulmonary Medicine",2
"5136","Hexokinase",2
"5137","Histocompatibility",2
"5138","Neoplasms, Cystic, Mucinous, and Serous",2
"5139","Spinal Cord",2
"5140","Cholinergic Neurons",2
"5141","Caspase 7",2
"5142","Carbohydrates",2
"5143","Nephritis, Interstitial",2
"5144","Dominance, Cerebral",2
"5145","Crotonates",2
"5146","Eucommiaceae",2
"5147","Iridoid Glucosides",2
"5148","Public-Private Sector Partnerships",2
"5149","Fibroblast Growth Factor 2",2
"5150","Amyloid Precursor Protein Secretases",2
"5151","Adenosine A2 Receptor Agonists",2
"5152","Diabetic Neuropathies",2
"5153","Candida",2
"5154","Pulmonary Circulation",2
"5155","Adult Germline Stem Cells",2
"5156","Hormone Antagonists",2
"5157","Health Information Interoperability",2
"5158","Sulindac",2
"5159","Bacterial Translocation",2
"5160","Estrogens, Conjugated (USP)",2
"5161","Medroxyprogesterone Acetate",2
"5162","Prediabetic State",2
"5163","Self-Assessment",2
"5164","Thinking",2
"5165","Nitro Compounds",2
"5166","Isocitrate Dehydrogenase",2
"5167","Kupffer Cells",2
"5168","Scedosporium",2
"5169","Shock, Hemorrhagic",2
"5170","Abdomen",2
"5171","Surgical Procedures, Operative",2
"5172","Cold Temperature",2
"5173","Sirtuins",2
"5174","Endovascular Procedures",2
"5175","Felodipine",2
"5176","Barrett Esophagus",2
"5177","Naproxen",2
"5178","Hypoxia-Ischemia, Brain",2
"5179","Pyridoxine",2
"5180","Rilpivirine",2
"5181","Safety-net Providers",2
"5182","Benzodioxoles",2
"5183","Pemphigoid, Bullous",2
"5184","NADPH Oxidase 4",2
"5185","Amphotericin B",2
"5186","Glucosylceramidase",2
"5187","Hepatitis A Virus Cellular Receptor 1",2
"5188","Oxidoreductases Acting on Sulfur Group Donors",2
"5189","Hospitals, Teaching",2
"5190","Deuterium",2
"5191","Thinness",2
"5192","Calcium Channels, T-Type",2
"5193","Epilepsy, Absence",2
"5194","Purpura, Schoenlein-Henoch",2
"5195","Drinking Water",2
"5196","Hygiene",2
"5197","Yemen",2
"5198","Calcium, Dietary",2
"5199","Glycosaminoglycans",2
"5200","Glucosides",2
"5201","Cyclooctanes",2
"5202","Adrenocortical Carcinoma",2
"5203","Georgia (Republic)",2
"5204","Multimedia",2
"5205","Early Growth Response Transcription Factors",2
"5206","Genes, Modifier",2
"5207","Antibodies, Bispecific",2
"5208","Hydrogel, Polyethylene Glycol Dimethacrylate",2
"5209","Drug Trafficking",2
"5210","14-3-3 Proteins",2
"5211","Exoribonucleases",2
"5212","Marijuana Smoking",2
"5213","Nursing Homes",2
"5214","Citric Acid Cycle",2
"5215","Immunization Schedule",2
"5216","Connectin",2
"5217","Leishmania",2
"5218","Adjuvants, Anesthesia",2
"5219","Electronic Nicotine Delivery Systems",2
"5220","Salmonella",2
"5221","Pulmonary Ventilation",2
"5222","Genes, p16",2
"5223","Gram-Positive Bacteria",2
"5224","Surgical Wound Infection",2
"5225","Rectum",2
"5226","Phospholipase A2 Inhibitors",2
"5227","Mannose-Binding Lectin",2
"5228","Myelodysplastic Syndromes",2
"5229","4-Aminobutyrate Transaminase",2
"5230","Schistosoma japonicum",2
"5231","Pharmacognosy",2
"5232","Alkanes",2
"5233","Ventricular Fibrillation",2
"5234","Diterpenes",2
"5235","Rhinitis",2
"5236","Interleukin-1alpha",2
"5237","Protein-Arginine N-Methyltransferases",2
"5238","Receptors, Prostaglandin E, EP4 Subtype",2
"5239","Community Health Planning",2
"5240","Mad2 Proteins",2
"5241","Mitosis",2
"5242","Military Personnel",2
"5243","Lysosome-Associated Membrane Glycoproteins",2
"5244","Indoleamine-Pyrrole 2,3,-Dioxygenase",2
"5245","Cullin Proteins",2
"5246","Long-Term Synaptic Depression",2
"5247","CD40 Antigens",2
"5248","CD40 Ligand",2
"5249","Physical Conditioning, Animal",2
"5250","End Stage Liver Disease",2
"5251","Transplantation Tolerance",2
"5252","Theranostic Nanomedicine",2
"5253","5-Methylcytosine",2
"5254","HLA-B18 Antigen",2
"5255","Financing, Personal",2
"5256","Health Expenditures",2
"5257","Thioredoxins",2
"5258","Immunoconjugates",2
"5259","Adipokines",2
"5260","Administrative Personnel",2
"5261","Sterol Regulatory Element Binding Proteins",2
"5262","Serotonin 5-HT3 Receptor Agonists",2
"5263","Receptors, TNF-Related Apoptosis-Inducing Ligand",2
"5264","Patient-Specific Modeling",2
"5265","Syntaxin 1",2
"5266","Kv1.2 Potassium Channel",2
"5267","Somalia",2
"5268","Morpholinos",2
"5269","Verbal Learning",2
"5270","United States Department of Veterans Affairs",2
"5271","Hip Fractures",2
"5272","Lewy Bodies",2
"5273","Phenylethyl Alcohol",2
"5274","Adaptive Immunity",2
"5275","Hepatobiliary Elimination",2
"5276","Cell-Free Nucleic Acids",2
"5277","Trisomy",2
"5278","1-Deoxynojirimycin",2
"5279","alpha-Galactosidase",2
"5280","Fabry Disease",2
"5281","Collagen Type III",2
"5282","Monomeric Clathrin Assembly Proteins",2
"5283","Caspase 9",2
"5284","T-Lymphocyte Subsets",2
"5285","Patient Admission",2
"5286","Arthralgia",2
"5287","Caribbean Region",2
"5288","Central America",2
"5289","Azoles",2
"5290","Organoselenium Compounds",2
"5291","Aquatic Organisms",2
"5292","Oplopanax",2
"5293","Geography, Medical",2
"5294","Blood Grouping and Crossmatching",2
"5295","Cefotaxime",2
"5296","Hepatocyte Nuclear Factors",2
"5297","Gene Editing",2
"5298","Vitamin B 6",2
"5299","Glycogen",2
"5300","Clindamycin",2
"5301","Receptors, CXCR4",2
"5302","Gap Junctions",2
"5303","Receptor, Endothelin A",2
"5304","Spondylarthropathies",2
"5305","Cyclin-Dependent Kinase Inhibitor p15",2
"5306","Tardive Dyskinesia",2
"5307","Angioplasty",2
"5308","Graft Occlusion, Vascular",2
"5309","G1 Phase",2
"5310","S Phase",2
"5311","Liquid Biopsy",2
"5312","Seroepidemiologic Studies",2
"5313","Duodenal Ulcer",2
"5314","Beijing",2
"5315","Carotid Stenosis",2
"5316","Leukoencephalopathies",2
"5317","Image Interpretation, Computer-Assisted",2
"5318","Molecular Typing",2
"5319","Psychiatric Department, Hospital",2
"5320","Red-Cell Aplasia, Pure",2
"5321","Behcet Syndrome",2
"5322","Aldehyde Reductase",2
"5323","Tonometry, Ocular",2
"5324","Nursing Informatics",2
"5325","Microscopy, Phase-Contrast",2
"5326","Antigens, Ly",2
"5327","Animal Testing Alternatives",2
"5328","Microscopy",2
"5329","Enterobacteriaceae",2
"5330","Imipenem",2
"5331","Amplified Fragment Length Polymorphism Analysis",2
"5332","Mannose",2
"5333","RANK Ligand",2
"5334","Drug Storage",2
"5335","Nurse-Patient Relations",2
"5336","Caloric Restriction",2
"5337","Anus Neoplasms",2
"5338","Autophagy-Related Protein 5",2
"5339","Keratolytic Agents",2
"5340","Memory, Long-Term",2
"5341","Myasthenia Gravis",2
"5342","Alaska Natives",2
"5343","Sickle Cell Trait",2
"5344","Arabinofuranosyluracil",2
"5345","Sperm Injections, Intracytoplasmic",2
"5346","Cataract",2
"5347","Plaque, Atherosclerotic",2
"5348","Arcuate Nucleus of Hypothalamus",2
"5349","Pro-Opiomelanocortin",2
"5350","Bacterial Adhesion",2
"5351","Artemisia",2
"5352","Albuminuria",2
"5353","Guanylate Cyclase",2
"5354","GABA-A Receptor Agonists",2
"5355","Sri Lanka",2
"5356","Medicine, African Traditional",2
"5357","Clinical Coding",2
"5358","Gastrointestinal Absorption",2
"5359","TNF Receptor-Associated Factor 3",2
"5360","Heart Arrest",2
"5361","Electric Impedance",2
"5362","Melatonin",2
"5363","Pineal Gland",2
"5364","Zambia",2
"5365","Chemotherapy, Cancer, Regional Perfusion",2
"5366","Pandemics",2
"5367","Ischemic Preconditioning, Myocardial",2
"5368","AC133 Antigen",2
"5369","Static Electricity",2
"5370","Jumonji Domain-Containing Histone Demethylases",2
"5371","Amyloid Neuropathies, Familial",2
"5372","Receptor for Advanced Glycation End Products",2
"5373","Tobacco, Smokeless",2
"5374","Volunteers",2
"5375","Transcription Factor CHOP",2
"5376","Unfolded Protein Response",2
"5377","Physician Assistants",2
"5378","Tetraspanins",2
"5379","11-beta-Hydroxysteroid Dehydrogenases",2
"5380","Sarcoidosis, Pulmonary",2
"5381","Argininosuccinate Synthase",2
"5382","Pneumocystis carinii",2
"5383","TRPC6 Cation Channel",2
"5384","Jaw Diseases",2
"5385","Chromosomes, Human, Pair 20",2
"5386","Thrombomodulin",2
"5387","Hyperprolactinemia",2
"5388","Macrocyclic Compounds",2
"5389","Lycopersicon esculentum",2
"5390","Chemoembolization, Therapeutic",2
"5391","Aspergillosis",2
"5392","Internship and Residency",2
"5393","SNARE Proteins",2
"5394","Poverty",2
"5395","Apoptosis Inducing Factor",2
"5396","Intercalating Agents",2
"5397","Botswana",2
"5398","Physical Endurance",2
"5399","Heme Oxygenase (Decyclizing)",2
"5400","Superoxide Dismutase-1",2
"5401","Interleukin-1 Receptor-Associated Kinases",2
"5402","Synovial Membrane",2
"5403","Spine",2
"5404","Heterogeneous-Nuclear Ribonucleoprotein D",2
"5405","Heterogeneous-Nuclear Ribonucleoprotein Group A-B",2
"5406","Y-Box-Binding Protein 1",2
"5407","Epithelial Cell Adhesion Molecule",2
"5408","Cellular Reprogramming",2
"5409","Lymphoma, T-Cell, Peripheral",2
"5410","Ephedrine",2
"5411","Prosthesis Design",2
"5412","Chondrocytes",2
"5413","Purinergic P2X Receptor Agonists",2
"5414","Hepatitis, Chronic",2
"5415","Thyroidectomy",2
"5416","Receptors, Somatomedin",2
"5417","HLA-A2 Antigen",2
"5418","Bronchoscopy",2
"5419","Poloxamer",2
"5420","Gait",2
"5421","Mobility Limitation",2
"5422","Myeloproliferative Disorders",2
"5423","Photoacoustic Techniques",2
"5424","Dosage Forms",2
"5425","Bronchopulmonary Dysplasia",2
"5426","Factor XIIIa",2
"5427","Fovea Centralis",2
"5428","Methicillin Resistance",2
"5429","Nerve Growth Factor",2
"5430","Phlebotomy",2
"5431","Phosphatidylethanolamine N-Methyltransferase",2
"5432","Cholagogues and Choleretics",2
"5433","Carbocyanines",2
"5434","Optical Imaging",2
"5435","Psychological Tests",2
"5436","Receptors, Interleukin-1 Type II",2
"5437","Minerals",2
"5438","Trace Elements",2
"5439","bcl-Associated Death Protein",2
"5440","Diet, Ketogenic",2
"5441","Guanosine Monophosphate",2
"5442","Intracranial Arteriosclerosis",2
"5443","Genes, Wilms Tumor",2
"5444","Scoliosis",2
"5445","Amelogenin",2
"5446","Checklist",2
"5447","Avoidance Learning",2
"5448","RNA, Protozoan",2
"5449","Plasma Membrane Calcium-Transporting ATPases",2
"5450","Victoria",2
"5451","Psychosomatic Medicine",2
"5452","Self Medication",2
"5453","Tyrphostins",2
"5454","Compulsive Behavior",2
"5455","Cinnamates",2
"5456","Goals",2
"5457","Ribosomal Protein S6 Kinases, 90-kDa",2
"5458","Corpus Callosum",2
"5459","Organelle Biogenesis",2
"5460","Triamterene",2
"5461","Deferoxamine",2
"5462","Eleutherococcus",2
"5463","Peroxisome Proliferator-Activated Receptor Gamma Coactivator 1-alpha",2
"5464","Liquid-Liquid Extraction",2
"5465","Performance-Enhancing Substances",2
"5466","Neural Conduction",2
"5467","Ferrous Compounds",2
"5468","Deoxyuridine",2
"5469","Amish",2
"5470","Tokyo",2
"5471","HLA-D Antigens",2
"5472","Glutathione Disulfide",2
"5473","Griseofulvin",2
"5474","Deoxyribonuclease I",2
"5475","Faculty, Medical",2
"5476","Vasoactive Intestinal Peptide",2
"5477","Enoxaparin",2
"5478","Pancreas",2
"5479","Keratin-8",2
"5480","Death, Sudden",2
"5481","Inflammasomes",2
"5482","Geriatric Assessment",2
"5483","Muscle Strength",2
"5484","Critical Pathways",2
"5485","Calorimetry, Indirect",2
"5486","Synovial Fluid",2
"5487","Monitoring, Ambulatory",2
"5488","National Institute of Allergy and Infectious Diseases (U.S.)",2
"5489","Aminopterin",2
"5490","Flushing",2
"5491","Liver Cirrhosis, Alcoholic",2
"5492","Drug Resistant Epilepsy",2
"5493","Kallikreins",2
"5494","Immunity, Mucosal",2
"5495","eIF-2 Kinase",2
"5496","Aquaporin 4",2
"5497","Cochlea",2
"5498","Receptor, Muscarinic M3",2
"5499","National Academies of Science, Engineering, and Medicine (U.S.) Health and Medicine Division",2
"5500","Tachycardia, Supraventricular",2
"5501","Influenza A Virus, H3N2 Subtype",2
"5502","Prostaglandins I",2
"5503","Xanthones",2
"5504","Respiration Disorders",2
"5505","Communicable Disease Control",2
"5506","Hematologic Agents",2
"5507","Multiple Organ Failure",2
"5508","Respiratory Physiological Phenomena",2
"5509","NF-KappaB Inhibitor alpha",2
"5510","Kv Channel-Interacting Proteins",2
"5511","Materials Testing",2
"5512","Hybrid Cells",2
"5513","Teicoplanin",2
"5514","Esophageal and Gastric Varices",2
"5515","Nephrolithiasis",2
"5516","Fees, Pharmaceutical",2
"5517","Aminoacyltransferases",2
"5518","Sequestosome-1 Protein",2
"5519","Cystitis",2
"5520","Diffusion",2
"5521","Clinical Laboratory Services",2
"5522","Biopsy, Needle",2
"5523","Heredodegenerative Disorders, Nervous System",2
"5524","Spasms, Infantile",2
"5525","Casein Kinase II",2
"5526","Hysterectomy",2
"5527","Newspapers as Topic",2
"5528","Cyclic GMP-Dependent Protein Kinase Type I",2
"5529","Leukemia-Lymphoma, Adult T-Cell",2
"5530","Infarction, Middle Cerebral Artery",2
"5531","Ecosystem",2
"5532","Long Interspersed Nucleotide Elements",2
"5533","Methazolamide",2
"5534","Biogenic Amines",2
"5535","Osteoporotic Fractures",2
"5536","Acremonium",2
"5537","Sugar Alcohols",2
"5538","Protein Kinase C-delta",2
"5539","Computers",2
"5540","Dehydroepiandrosterone Sulfate",2
"5541","MafB Transcription Factor",2
"5542","Mediator Complex",2
"5543","Hand Strength",2
"5544","KCNQ2 Potassium Channel",2
"5545","Receptors, Melanocortin",2
"5546","G-Protein-Coupled Receptor Kinase 4",2
"5547","Galectin 3",2
"5548","Hemoglobin, Sickle",2
"5549","Intraoperative Complications",2
"5550","Skin Abnormalities",2
"5551","Measles Vaccine",2
"5552","Meningococcal Vaccines",2
"5553","Greenland",2
"5554","Factor IX",2
"5555","Ferric Compounds",2
"5556","Hemophilia B",2
"5557","Aeromonas",2
"5558","Circular Dichroism",2
"5559","Nucleotidyltransferases",2
"5560","Ownership",2
"5561","Anesthesia, Spinal",2
"5562","Thrombelastography",2
"5563","Interleukin-18",2
"5564","Hypothermia",2
"5565","Candida albicans",2
"5566","Amino Acids, Aromatic",2
"5567","Excitatory Amino Acid Agonists",2
"5568","CCN Intercellular Signaling Proteins",2
"5569","Naphthyridines",2
"5570","Alkyl and Aryl Transferases",2
"5571","Neurosecretory Systems",2
"5572","Milk Thistle",2
"5573","Bisoprolol",2
"5574","Thapsigargin",2
"5575","Serum",2
"5576","Conditioning (Psychology)",2
"5577","Drug Users",2
"5578","Infusions, Parenteral",2
"5579","Cycloheximide",2
"5580","Heat-Shock Response",2
"5581","Vimentin",2
"5582","Dopamine and cAMP-Regulated Phosphoprotein 32",2
"5583","Caveolin 1",2
"5584","ORAI1 Protein",2
"5585","NG-Nitroarginine Methyl Ester",2
"5586","Autonomic Agents",2
"5587","Cerebrospinal Fluid",2
"5588","Self Efficacy",2
"5589","Fanconi Syndrome",2
"5590","Virology",2
"5591","Multiple Sclerosis, Chronic Progressive",2
"5592","Zalcitabine",2
"5593","T-Cell Antigen Receptor Specificity",2
"5594","Cellulose",2
"5595","Hypromellose Derivatives",2
"5596","Magnolia",2
"5597","Wettability",2
"5598","Biguanides",2
"5599","Receptors, Biogenic Amine",2
"5600","Hearing Loss, Sensorineural",2
"5601","Calcium-Calmodulin-Dependent Protein Kinase Type 1",2
"5602","Racism",2
"5603","Chromosome Inversion",2
"5604","Ventricular Dysfunction",2
"5605","Acute Generalized Exanthematous Pustulosis",2
"5606","raf Kinases",2
"5607","Nursing Process",2
"5608","Cyclopentanes",2
"5609","Muscle Relaxation",2
"5610","Acute Lung Injury",2
"5611","Perinatal Care",2
"5612","Pleural Neoplasms",2
"5613","Azores",2
"5614","GRB10 Adaptor Protein",2
"5615","Ornithine",2
"5616","Hemeproteins",2
"5617","Staurosporine",2
"5618","Rhodiola",2
"5619","Patient Identification Systems",2
"5620","GABA Antagonists",2
"5621","Phosphinic Acids",2
"5622","Glucose Transporter Type 4",2
"5623","Malawi",2
"5624","Dermis",2
"5625","Corticotropin-Releasing Hormone",2
"5626","Administration, Metronomic",2
"5627","GABA Agents",2
"5628","Afferent Pathways",2
"5629","Excitatory Postsynaptic Potentials",2
"5630","Image Enhancement",2
"5631","Obesity, Abdominal",2
"5632","Luteolin",2
"5633","Homosexuality, Male",2
"5634","Autonomic Nervous System Diseases",2
"5635","Leukemia, Myeloid, Chronic-Phase",2
"5636","Sodium-Calcium Exchanger",2
"5637","CD28 Antigens",2
"5638","Phytohemagglutinins",2
"5639","Regulatory Factor X Transcription Factors",2
"5640","Amino Acid Transport Systems, Basic",2
"5641","Anthraquinones",2
"5642","Constipation",2
"5643","Loperamide",2
"5644","Nickel",2
"5645","Cytochrome P-450 CYP2C19 Inhibitors",2
"5646","Cluster Headache",2
"5647","Cyprinidae",2
"5648","Genome, Mitochondrial",2
"5649","Furin",2
"5650","Archives",2
"5651","Receptors, Vasopressin",2
"5652","Medicine, Traditional",2
"5653","Burkitt Lymphoma",2
"5654","E-Selectin",2
"5655","Pharmacy Residencies",2
"5656","Dactinomycin",2
"5657","Receptor, IGF Type 2",2
"5658","Glutamate Plasma Membrane Transport Proteins",2
"5659","Electrophysiological Phenomena",2
"5660","Schizophrenia, Paranoid",2
"5661","Chromosomes, Human, 21-22 and Y",2
"5662","Respiratory Tract Neoplasms",2
"5663","Adjuvants, Pharmaceutic",2
"5664","Health Literacy",2
"5665","Chick Embryo",2
"5666","Dimethyl Sulfoxide",2
"5667","Oxidants",2
"5668","South America",2
"5669","Angiogenesis Inducing Agents",2
"5670","Cell Phone",2
"5671","Injections, Spinal",2
"5672","Methacholine Chloride",2
"5673","Succinate Dehydrogenase",2
"5674","Granulocyte-Macrophage Colony-Stimulating Factor",2
"5675","Cyclic Nucleotide Phosphodiesterases, Type 1",2
"5676","Secondary Metabolism",2
"5677","Large Neutral Amino Acid-Transporter 1",2
"5678","Transplantation, Autologous",2
"5679","Hearing Tests",2
"5680","Soil Microbiology",2
"5681","Spectroscopy, Fourier Transform Infrared",2
"5682","Spectrum Analysis, Raman",2
"5683","Bromodeoxyuridine",2
